"ligand","ligand_cell","receptor","associated_genes","receptor_cell","pathway","score"
"Tnfsf12","EC_WT","Tnfrsf1a","Tradd,Traf2,Nfkbib,Irs2,Akt1,G6pc3,Rxra,Stk11,Camkk2,Slc2a1","EC_WT","mmu04920","0.764150823828524"
"Tnfsf12","EC_WT","Tnfrsf1a","Mapk9,Ikbkb,Ikbkg,Prkab2,Prkag2","EC_WT","mmu04920","0.600028857378149"
"Tnfsf12","EC_WT","Tnfrsf1a","Mapk9,Ikbkb,Ikbkg,Prkab2,Prkag2","FAP_WT","mmu04920","0.608212678804651"
"Tnfsf12","FAP_WT","Tnfrsf1a","Nfkbia,Acsl1,Acsl5,Jak2,Prkag1","FAP_WT","mmu04920","0.667292351688528"
"Tnfsf12","EC_WT","Tnfrsf1a","Rps6ka2,Ppp1cc,Mtor,Mapk9,Ikbkb,Prkag2,Foxo1","FAP_WT","mmu04931","0.6641196748987"
"Tnfsf12","FAP_WT","Tnfrsf1a","Pik3r2,Slc27a1,Nr1h3","FAP_WT","mmu04931","0.76080286394038"
"Tnfsf12","EC_WT","Tnfrsf1a","Slc27a4,Srebf1,Irs2,G6pc3,Nr1h2,Akt1,Slc2a1","EC_WT","mmu04931","0.750481437165798"
"Tnfsf12","EC_WT","Tnfrsf1a","Tnfrsf1a,Rela,Akt1,Gsk3a,Rxra,Prkab1,Map3k11","EC_WT","mmu04932","0.609052313135326"
"Tnfsf12","EC_WT","Tnfrsf1a","Casp8,Casp3,Sdha,Uqcrfs1,Uqcrc2","EC_WT","mmu04932","0.74327655621942"
"Tnfsf12","FAP_WT","Tnfrsf1a","Casp8,Casp3,Sdha,Uqcrfs1,Uqcrc2","FAP_WT","mmu04932","0.692471337674845"
"Tnfsf12","EC_WT","Tnfrsf1a","Nae1,Atp5j,Calm1,Calm2,Ppp3cb,Ppp3r1","EC_WT","mmu05010","0.714793165836992"
"Tnfsf12","FAP_WT","Tnfrsf1a","Rtn4,Ndufs1,Sdha,Uqcrfs1,Uqcrc2,Atp5a1,Atp5b,Casp8,Apaf1,Casp3,Mapk1,Atf6,Capn2","FAP_WT","mmu05010","0.684570685337931"
"Tnfsf12","EC_WT","Tnfrsf1a","Mapk9,Mapk14,Ikbkg,Ppp2r2d,Ppp2r2a,Ppp2ca,Smad2,Casp8","EC_WT","mmu05142","0.771353183992353"
"Tnfsf12","FAP_WT","Tnfrsf1a","Nfkbia,Ccl2,Il6,Ppp2r1b,Calr,Serpine1","FAP_WT","mmu05142","0.656331487142603"
"Tnfsf12","FAP_WT","Tnfrsf1a","Jak1,Jak2,Traf6,Tab2,Mapk1,Mapk14,Birc3,Lama4,Lamb1,Lamc1,Casp8,Casp3","EC_WT","mmu05145","0.604127219830431"
"Tnfsf12","EC_WT","Tnfrsf1a","Socs1,Nfkbib,Bad","EC_WT","mmu05145","0.789818290836985"
"Tnfsf12","EC_WT","Tnfrsf1a","Mapk9,Map2k6,Ikbkb,Ikbkg","FAP_WT","mmu05145","0.681126672724401"
"Tnfsf12","EC_WT","Tnfrsf1a","Tnfrsf1a,Tradd,Bax,Akt1,Bad,Rfxank,Nfyc,Rela,Mapk3,Sphk2,Calm3,Rab5c","EC_WT","mmu05152","0.701062332798287"
"Tnfsf12","EC_WT","Tnfrsf1a","Irf3,Bad,Cdkn1a,Traf2,Tradd","EC_WT","mmu05160","0.748111045036378"
"Tnfsf12","EC_WT","Tnfrsf1a","Ikbkb,Ikbkg,Eif3e,Ppp2r2d,Ppp2r2a,Ppp2ca,Pias1,Mapk9","EC_WT","mmu05160","0.640573361436807"
"Tnfsf12","FAP_WT","Tnfrsf1a","Hspa1l,Hspa1a,Hspa2,Hspa1b,Jun,Irf3","FAP_WT","mmu05164","0.618492282291046"
"Tnfsf12","EC_WT","Tnfrsf1a","Nfkbib,Akt1,Map2k2,Cpsf4,Furin","EC_WT","mmu05164","0.81339072909129"
"Tnfsf12","EC_WT","Tnfrsf1a","Tln1,Ranbp3,H2-Q1,H2-Q7,H2-D1,H2-K1,Gm11127,Gm7030,Stat5a,Tspo,Anapc2,Pold1,Pold2,Pold4,Ccnd3,Akt1,Tnfrsf1a,Rela,Ltbr,Map3k14,Relb,Nfkb2,Srf,Prkaca,Tcf3,Trp53,Bax","EC_WT","mmu05166","0.657903487506046"
"Tnfsf12","FAP_WT","Tnfrsf1a","Myc,Jak1,Anapc1,Pdgfa,Pdgfrb,Ets2","EC_WT","mmu05166","0.641249043063359"
"Tnfsf12","EC_WT","Tnfrsf1a","Ppp3cc,Anapc10,Rb1,Ikbkg,Nfyb,Tbp,Tbpl1,Polb,Smad2","EC_WT","mmu05166","0.608236666184531"
"Tnfsf12","EC_WT","Tnfrsf1a","Ppp3cc,Anapc10,Rb1,Ikbkg,Nfyb,Tbp,Tbpl1,Polb,Smad2","FAP_WT","mmu05166","0.636639128036422"
"Tnfsf12","EC_WT","Tnfrsf1a","Traf2,Traf5,Rela,Myd88,Mcrs1,Trp53,Daxx,Cdk2,Taf5l,Tap2,H2-Q1,H2-T22,Gm11127,Gm7030,Socs3","FAP_WT","mmu05168","0.604414667894265"
"Tnfsf12","EC_WT","Tnfrsf1a","Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5","EC_WT","mmu05168","0.7188284604982"
"Tnfsf12","EC_WT","Tnfrsf1a","Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5","FAP_WT","mmu05168","0.734267136072617"
"Tnfsf12","EC_WT","Tnfrsf1a","Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23","EC_WT","mmu05168","0.686244208294678"
"Tnfsf12","EC_WT","Tnfrsf25","Tnfsf12,Il3ra,Crlf2,Ltbr","EC_WT","mmu04060","0.855450942199076"
"Vegfb","EC_WT","Flt1","Vegfb,Gnb5,Gng5,Gng10,Pik3r2,Akt2,Pla2g12a","EC_WT","mmu04014","0.659444187054799"
"Vegfb","FAP_WT","Flt1","Vegfb,Gnb5,Gng5,Gng10,Pik3r2,Akt2,Pla2g12a","FAP_WT","mmu04014","0.610446448298507"
"Vegfb","EC_WT","Flt1","Grb2,Mras,Rasa4","FAP_WT","mmu04014","0.70094371153451"
"Vegfb","EC_WT","Flt1","Calml4,Vegfb,Pik3r2,Akt2","EC_WT","mmu04015","0.746573284366414"
"Vegfb","FAP_WT","Flt1","Calml4,Vegfb,Pik3r2,Akt2","FAP_WT","mmu04015","0.634239541589008"
"Vegfb","FAP_WT","Flt1","Ccl27a,Vegfb,Flt3l,Tgfb1,Il11ra1,Ifnar2,Il10rb,Tnfrsf21","EC_WT","mmu04060","0.661605454542216"
"Vegfb","EC_WT","Flt1","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","EC_WT","mmu04060","0.64479669200539"
"Vegfb","FAP_WT","Flt1","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.613368771346223"
"Vegfb","EC_WT","Flt1","Il6,Tlr4,Mapk1,Pik3ca,Eif4e,Rps6kb1,Tceb1,Cul2,Pdha1","EC_WT","mmu04066","0.638937476249757"
"Vegfb","FAP_WT","Flt1","Il6,Tlr4,Mapk1,Pik3ca,Eif4e,Rps6kb1,Tceb1,Cul2,Pdha1","FAP_WT","mmu04066","0.633143118942585"
"Vegfb","EC_WT","Flt1","Pik3cd,Eif4e2,Eno3","FAP_WT","mmu04066","0.605371135721161"
"Vegfb","EC_WT","Flt1","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","EC_WT","mmu04144","0.617771096936705"
"Vegfb","EC_WT","Flt1","Arf6,Snx1,Cav1,Cav2,Arfgap2","FAP_WT","mmu04144","0.627295957223278"
"Vegfb","FAP_WT","Flt1","Pdgfa,Pdgfrb,Itga7","EC_WT","mmu04151","0.659515250495135"
"Vegfb","EC_WT","Flt1","Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2","EC_WT","mmu04151","0.665927651795686"
"Vegfb","FAP_WT","Flt1","Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2","FAP_WT","mmu04151","0.71816865388205"
"Vegfb","EC_WT","Flt1","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","FAP_WT","mmu04151","0.600852790341612"
"Vegfb","EC_WT","Flt1","Vegfb,Ppp1ca,Akt2,Pik3r2","EC_WT","mmu04510","0.759400391982462"
"Vegfb","FAP_WT","Flt1","Vegfb,Ppp1ca,Akt2,Pik3r2","FAP_WT","mmu04510","0.624382201466439"
"Vegfb","FAP_WT","Flt1","Etv5,Max,Golph3l","FAP_WT","mmu05202","0.603522386548154"
"Vegfb","EC_WT","Flt1","Mdm2,Taf15,Ddit3,Il6","EC_WT","mmu05202","0.668284624173636"
"Vegfb","EC_WT","Flt1","H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Tnf,Il1b,Tcirg1,Atp6v0d1,Ccl5,Ccl3","FAP_WT","mmu05323","0.641056539879406"
"Vegfb","EC_WT","Flt1","Icam1,Il6,Tlr4,Fos,Atp6v1a,Atp6v1h","EC_WT","mmu05323","0.619982760590774"
"Vegfb","FAP_WT","Flt1","Tnfsf13,Tgfb1,Atp6v0a1","EC_WT","mmu05323","0.691110067891874"
"Vegfb","EC_WT","Nrp1","Cxcr4,Dpysl2,Cdk5,Pik3r2","EC_WT","mmu04360","0.633545611171699"
"Vegfb","FAP_WT","Nrp1","Tgfb1,Kat5,Stat5b,Fzd7,Pik3r2,Gps2","EC_WT","mmu05166","0.601436017266757"
"Vegfb","FAP_WT","Nrp1","Tgfb1,Kat5,Stat5b,Fzd7,Pik3r2,Gps2","FAP_WT","mmu05166","0.607598239896853"
"Vegfb","EC_WT","Nrp1","H2-Q10,H2-T9,Il2rg,Pik3cd,Tnf,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Adcy3","FAP_WT","mmu05166","0.648974494186238"
"Flt3l","EC_WT","Flt3","Ccl27a,Vegfb,Flt3l,Tgfb1,Il11ra1,Ifnar2,Il10rb,Tnfrsf21","EC_WT","mmu04060","0.614846919765757"
"Flt3l","FAP_WT","Flt3","Ccl27a,Vegfb,Flt3l,Tgfb1,Il11ra1,Ifnar2,Il10rb,Tnfrsf21","FAP_WT","mmu04060","0.663145637672973"
"Flt3l","EC_WT","Flt3","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","FAP_WT","mmu04060","0.665280240732194"
"Flt3l","FAP_WT","Flt3","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.760806920710487"
"Flt3l","FAP_WT","Flt3","Flt3l,Il1r2,Il11ra1","FAP_WT","mmu04640","0.899160432990911"
"Flt3l","FAP_WT","Flt3","Axin1,Arhgef11,Cxcl12,Gnb1,Col4a1,Col4a2,Nfkb1,Traf4,Pdgfa,Pdgfrb,Map2k1,Ralb,E2f3,Cdk2,Ctbp2","FAP_WT","mmu05200","0.630850590452408"
"Flt3l","FAP_WT","Flt3","Myc,Gna13,Itgav,Nfkbia,Ptgs2,Birc3,Traf3,Cbl,Cblb,Jak1,Stat3,Nras,Ccdc6,Hif1a","FAP_WT","mmu05200","0.673209780944365"
"Flt3l","FAP_WT","Flt3","Rhoa,Gnb5,Gng5,Gng10,Pik3r2,Akt2,Stat5b,Vegfb,Flt3l,Dapk2,Dapk3,Max,Tgfb1,Vhl,Rbx1,Egln1","FAP_WT","mmu05200","0.651748289584802"
"Flt3l","FAP_WT","Flt3","Gng11,Gngt2,Bcl2,Rala","FAP_WT","mmu05200","0.620846362871984"
"Flt3l","EC_WT","Flt3","Mdm2,Taf15,Ddit3,Il6","FAP_WT","mmu05202","0.685950887841644"
"Flt3l","EC_WT","Flt3","Pik3ca,Pik3r1,Akt3,Chuk,Rps6kb1,Sos1,Sos2,Kras,Braf,Mapk1","FAP_WT","mmu05221","0.652886195404367"
"Flt3l","FAP_WT","Flt3","Nfkb1,Raf1,Map2k1,Stat3,Pim1","FAP_WT","mmu05221","0.73651183459546"
"Flt3l","EC_WT","Flt3","Pdha1,Fgfr1,Kras,Raf1,Map2k1,Mapk1,Gls,Pten,Pik3ca,Pik3r1,Akt3","FAP_WT","mmu05230","0.612802902637292"
"Flt3l","FAP_WT","Flt3","Myc,Hif1a,Pdgfrb","FAP_WT","mmu05230","0.700246217475095"
"Kitl","EC_WT","Epor","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","EC_WT","mmu04060","0.640126492175745"
"Kitl","FAP_WT","Epor","Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2","EC_WT","mmu04151","0.647740901209267"
"Kitl","FAP_WT","Epor","Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2","FAP_WT","mmu04151","0.729674893151454"
"Kitl","EC_WT","Epor","Ifnar2,Mlst8,Eif4e2,Rps6,Ppp2r5d,Cdc37,Gys1,Pck2,Ywhae,Pik3cd","EC_WT","mmu04151","0.607871560168208"
"Kitl","EC_WT","Epor","Ifnar2,Mlst8,Eif4e2,Rps6,Ppp2r5d,Cdc37,Gys1,Pck2,Ywhae,Pik3cd","FAP_WT","mmu04151","0.606397594407067"
"Kitl","FAP_WT","Epor","Cish,Socs1,Ccnd3,Cdkn1a,Pias4","EC_WT","mmu04630","0.617938701389402"
"Kitl","FAP_WT","Kit","Igf1,Gab1,Gab2,Gng2,Stk4,Ikbkb,Brap,Pld2","FAP_WT","mmu04014","0.617359291337487"
"Kitl","FAP_WT","Kit","Gnb2,Foxo4,Elk1,Ralb,Rab5c,Arf6","EC_WT","mmu04014","0.667759155607082"
"Kitl","EC_WT","Kit","Rap1a,Rap1b,Calm2,Rala,Cdc42,Prkci,Kras","FAP_WT","mmu04015","0.667181185619167"
"Kitl","FAP_WT","Kit","Calml4,Vegfb,Pik3r2,Akt2","FAP_WT","mmu04015","0.622401287765365"
"Kitl","EC_WT","Kit","Adcy3,Apbb1ip,Pik3cd","FAP_WT","mmu04015","0.616530485018436"
"Kitl","EC_WT","Kit","Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2","EC_WT","mmu04060","0.640126492175745"
"Kitl","EC_WT","Kit","Kitl,Ptpn11,Map2k1,Mapk1","EC_WT","mmu04072","0.722289534748381"
"Kitl","FAP_WT","Kit","Kitl,Ptpn11,Map2k1,Mapk1","FAP_WT","mmu04072","0.709417299730896"
"Kitl","EC_WT","Kit","Kras,Rala,Rheb,Lpar6","FAP_WT","mmu04072","0.670971786764294"
"Kitl","EC_WT","Kit","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","EC_WT","mmu04144","0.684253658343263"
"Kitl","EC_WT","Kit","Tgfb1,Pml,Clta,Cltb,Ap2s1,Sh3kbp1,Cxcr4,Arrb2,Arpc4,Ccdc53,Capzb,Hgs,Mvb12a,Vps28,Vps37b,Snf8,Vps25,Chmp4b,Spg21,Il2rg,H2-Q7,H2-T9,H2-T10,Rab8a,Smap2","FAP_WT","mmu04144","0.625515690589646"
"Kitl","EC_WT","Kit","Tgfbr1,Tgfbr2,Zfyve16,Zfyve9,Pld1,Cltc,Nedd4,Mdm2,Itch,Smurf2,Wwp1,Sh3glb1,F2r,Wasl,Arpc5,Wipf1,Hspa8,A230046K03Rik,Capza1,Capza2,Vps35,Usp8,Rab7,Stam,Vps37a,Vps36,Chmp2b,Vps4b,Vta1,2610002M06Rik,Chmp5,Pdcd6ip,Snx2,Snx6,Eea1,Rab5a,Rabep1,Snx4,Rab10,Kif5b,Prkci,Cdc42,Smap1,Acap2,Cyth3,Arfgef1","FAP_WT","mmu04144","0.612853464910494"
"Kitl","EC_WT","Kit","Arf6,Snx1,Cav1,Cav2,Arfgap2","EC_WT","mmu04144","0.622164604108864"
"Kitl","EC_WT","Kit","Arf6,Snx1,Cav1,Cav2,Arfgap2","FAP_WT","mmu04144","0.719147692371044"
"Kitl","FAP_WT","Kit","Arf6,Snx1,Cav1,Cav2,Arfgap2","FAP_WT","mmu04144","0.708240030888376"
"Kitl","FAP_WT","Kit","Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2","EC_WT","mmu04151","0.647740901209267"
"Kitl","FAP_WT","Kit","Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2","FAP_WT","mmu04151","0.729674893151454"
"Kitl","EC_WT","Kit","Ifnar2,Mlst8,Eif4e2,Rps6,Ppp2r5d,Cdc37,Gys1,Pck2,Ywhae,Pik3cd","EC_WT","mmu04151","0.607871560168208"
"Kitl","EC_WT","Kit","Ifnar2,Mlst8,Eif4e2,Rps6,Ppp2r5d,Cdc37,Gys1,Pck2,Ywhae,Pik3cd","FAP_WT","mmu04151","0.606397594407067"
"Kitl","EC_WT","Kit","Adcy9,Creb1,Gnaq,Dvl1,Kitl,Kras,Map2k1,Gnai3","EC_WT","mmu04916","0.767367037063618"
"Kitl","FAP_WT","Kit","Adcy9,Creb1,Gnaq,Dvl1,Kitl,Kras,Map2k1,Gnai3","EC_WT","mmu04916","0.636194647642702"
"Kitl","EC_WT","Kit","Adcy9,Creb1,Gnaq,Dvl1,Kitl,Kras,Map2k1,Gnai3","FAP_WT","mmu04916","0.700710003993202"
"Kitl","EC_WT","Kit","Pik3ca,Pik3r1,Akt3,Chuk,Rps6kb1,Sos1,Sos2,Kras,Braf,Mapk1","FAP_WT","mmu05221","0.640206944721413"
"Ccl4","EC_WT","Ccr1","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.746064821742445"
"Ccl4","FAP_WT","Ccr1","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","FAP_WT","mmu04060","0.648042381858748"
"Ccl4","EC_WT","Ccr1","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.729469268630187"
"Ccl4","EC_WT","Ccr1","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.716491008823146"
"Ccl4","EC_WT","Ccr1","Cxcl1,Cxcl2,Ccl2,Ccl7,Nras,Nfkbia,Adrbk1","EC_WT","mmu04062","0.633445985218721"
"Ccl4","EC_WT","Ccr1","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.799984222117619"
"Ccl4","FAP_WT","Ccr1","Vav3,Gnb4,Gng11","EC_WT","mmu04062","0.653482543667914"
"Ccl4","EC_WT","Ccr3","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.746064821742445"
"Ccl4","FAP_WT","Ccr3","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","FAP_WT","mmu04060","0.648042381858748"
"Ccl4","EC_WT","Ccr3","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.729469268630187"
"Ccl4","EC_WT","Ccr3","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.716491008823146"
"Ccl4","EC_WT","Ccr3","Cxcl1,Cxcl2,Ccl2,Ccl7,Nras,Nfkbia,Adrbk1","EC_WT","mmu04062","0.633445985218721"
"Ccl4","EC_WT","Ccr3","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.799984222117619"
"Ccl4","FAP_WT","Ccr3","Vav3,Gnb4,Gng11","EC_WT","mmu04062","0.653482543667914"
"Ccl4","EC_WT","Ccr3","Ywhaq,Tbp,Tbpl1,Snw1,Gtf2h2,Gtf2e2,Gtf2b,Rb1,Hdac2,Gtf2a2,Ikbkg,Cdc42,Rhoa,Polb","FAP_WT","mmu05203","0.609625032190843"
"Ccl4","EC_WT","Ccr3","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","FAP_WT","mmu05203","0.681278790621407"
"Ccl4","FAP_WT","Ccr3","Sp100,Lyn,Hdac3,Hdac6,Irf9,Casp8,H2-T24,H2-T9","FAP_WT","mmu05203","0.674210123800873"
"Ccl4","EC_WT","Ccr5","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.746064821742445"
"Ccl4","FAP_WT","Ccr5","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","FAP_WT","mmu04060","0.648042381858748"
"Ccl4","EC_WT","Ccr5","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.729469268630187"
"Ccl4","EC_WT","Ccr5","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.716491008823146"
"Ccl4","EC_WT","Ccr5","Cxcl1,Cxcl2,Ccl2,Ccl7,Nras,Nfkbia,Adrbk1","EC_WT","mmu04062","0.633445985218721"
"Ccl4","EC_WT","Ccr5","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.799984222117619"
"Ccl4","FAP_WT","Ccr5","Vav3,Gnb4,Gng11","EC_WT","mmu04062","0.653482543667914"
"Ccl4","EC_WT","Ccr5","Tfrc,Ap2a2,Bin1,Snx12,H2-Q10","EC_WT","mmu04144","0.722326898499752"
"Ccl4","EC_WT","Ccr5","Ap2a1,Ap2m1,Rnf41,Sh3gl1,Epn1,Grk6,Arpc1b,Mvb12b,Vps37c,Chmp6,Chmp1a,H2-Q1,H2-T22,Gm11127,Gm7030,Rab5c,Rab35,Pard6a,Git1,Acap3,Arf1,Arf5","FAP_WT","mmu04144","0.631144287337489"
"Ccl4","EC_WT","Ccr5","Snx5,Rab31,Arap1","EC_WT","mmu04144","0.676198103034934"
"Ccl4","EC_WT","Ccr5","Stat1,Igtp,Irak4,Mapk3,Rela,Tnfrsf1a,Gnai2,Akt1,Tyk2,Stat3,Tgfb1","FAP_WT","mmu05145","0.601581376937889"
"Ccl4","EC_WT","Ccr5","H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Tnf,Pik3cd,Ppif","EC_WT","mmu05145","0.802541625030952"
"Ccl4","FAP_WT","Ccr5","H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Tnf,Pik3cd,Ppif","FAP_WT","mmu05145","0.712152419317686"
"Ccl4","EC_WT","Ccr5","Bcl2,Hspa1l,Hspa1a,Hspa2,Hspa1b,Lamb2,Il10rb,Tgfb3","EC_WT","mmu05145","0.617723777933047"
"Ccl4","EC_WT","Ccr5","Ywhaq,Tbp,Tbpl1,Snw1,Gtf2h2,Gtf2e2,Gtf2b,Rb1,Hdac2,Gtf2a2,Ikbkg,Cdc42,Rhoa,Polb","FAP_WT","mmu05203","0.609625032190843"
"Ccl4","EC_WT","Ccr5","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","FAP_WT","mmu05203","0.681278790621407"
"Ccl4","FAP_WT","Ccr5","Sp100,Lyn,Hdac3,Hdac6,Irf9,Casp8,H2-T24,H2-T9","FAP_WT","mmu05203","0.674210123800873"
"Ccl4","EC_WT","Ccr8","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","EC_WT","mmu04060","0.746064821742445"
"Ccl4","FAP_WT","Ccr8","Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra","FAP_WT","mmu04060","0.648042381858748"
"Ccl4","EC_WT","Ccr8","Ccl11,Vegfa,Bmp2,Il1r2","EC_WT","mmu04060","0.729469268630187"
"Ccl4","EC_WT","Ccr8","Pdgfa,Tnfsf9,Ifngr2","EC_WT","mmu04060","0.716491008823146"
"Ccl4","EC_WT","Ccr8","Cxcl1,Cxcl2,Ccl2,Ccl7,Nras,Nfkbia,Adrbk1","EC_WT","mmu04062","0.633445985218721"
"Ccl4","EC_WT","Ccr8","Cxcl16,Ccl3,Ccl4,Ccl5,Ccl9,Ccl8,Cxcr4,Adcy3,Pik3cd,Nfkbib,Prkcd,Arrb2","EC_WT","mmu04062","0.799984222117619"
"Ccl4","FAP_WT","Ccr8","Vav3,Gnb4,Gng11","EC_WT","mmu04062","0.653482543667914"
"Ccl4","EC_WT","Ccr8","Ywhaq,Tbp,Tbpl1,Snw1,Gtf2h2,Gtf2e2,Gtf2b,Rb1,Hdac2,Gtf2a2,Ikbkg,Cdc42,Rhoa,Polb","FAP_WT","mmu05203","0.609625032190843"
"Ccl4","EC_WT","Ccr8","Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10","FAP_WT","mmu05203","0.681278790621407"
"Ccl4","FAP_WT","Ccr8","Sp100,Lyn,Hdac3,Hdac6,Irf9,Casp8,H2-T24,H2-T9","FAP_WT","mmu05203","0.674210123800873"
