"receptor" "pathway_id" "genes_in_cluster"
"Nrp1" "mmu05166" "Tgfb1,Ranbp3,Tspo,Anapc7,Anapc11,Pold4,Dvl2,Prkaca,Tcf3"
"Nrp1" "mmu05166" "Tgfb3,Fzd8"
"Nrp1" "mmu05166" "Slc2a1,Nfkb1,Ets1,Ets2"
"Nrp1" "mmu05166" "Nrp1,Xpo1,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Canx,Jak1,Kras,Ctnnb1,Dlg1,Akt3,Map2k4,Chuk,Nfyb,Prkacb,Atf1,Kat2b,Smad4"
"Nrp1" "mmu05166" "Vcam1,Il1r1"
"Nrp1" "mmu05166" "Icam1,Cdkn1a,Bax"
"Nrp1" "mmu05166" "Tln1,Anapc2,Ccnd3,Akt1,Tnfrsf1a,Ltbr,Adcy4"
"Nrp1" "mmu05166" "Tln2"
"Nrp1" "mmu05166" "Myc,Nfkbia,Rela,Relb,Nfkb2,Srf"
"Nrp1" "mmu05166" "Trrap,Gsk3b,Elk4"
"Nrp1" "mmu05166" "Kat5,Anapc5"
"Nrp1" "mmu05166" "Ccnd2,Map3k3,Tgfbr2"
"Nrp1" "mmu05166" "Ran,Vdac3,Ranbp1,Mad2l1,Pold3,Pole2,Pole3"
"Nrp1" "mmu05166" "H2-M3"
"Nrp1" "mmu05166" "H2-T22"
"Nrp1" "mmu05166" "H2-T23,H2-T9"
"Nrp1" "mmu05166" "H2-T10"
"Nrp1" "mmu05166" "H2-D1,H2-K1,H2-Q4"
"Nrp1" "mmu05166" "Gm11127,Pole4"
"Nrp1" "mmu05166" "Calr,Anapc1"
"Nrp1" "mmu05166" "Ppp3cc"
"Nrp1" "mmu05166" "Nfatc1"
"Nrp1" "mmu05166" "Stat5a,Vac14,Pold2,Kat2a,Trp53"
"Nrp1" "mmu05166" "Stat5b"
"Nrp1" "mmu05166" "Fdps"
"Nrp1" "mmu05166" "Nras"
"Nrp1" "mmu05166" "Rras,Bcl2l1"
"Nrp1" "mmu05166" "Rras2"
"Nrp1" "mmu05166" "Mras,Smad3"
"Nrp1" "mmu05166" "Vdac1,Vdac2,Cdc23,Cdkn2c"
"Nrp1" "mmu05166" "Slc25a4,Anapc4,Cdc16"
"Nrp1" "mmu05166" "Slc25a5,Pcna,Il6,Atf4"
"Nrp1" "mmu05166" "Bub3"
"Nrp1" "mmu05166" "Cdc26"
"Nrp1" "mmu05166" "Pttg1"
"Nrp1" "mmu05166" "Ccnd1"
"Nrp1" "mmu05166" "Cdk4"
"Nrp1" "mmu05166" "Fzd4,Fos,Egr1,Adcy6,Atf3"
"Nrp1" "mmu05166" "Dvl1,Crtc2,Crtc3"
"Nrp1" "mmu05166" "Pdgfa"
